season,week,game_id,game_type,home_team,away_team,div_game,actual_home_win,calibrated,model_side,model_team,model_odds,model_prob,model_edge,bet_flag,model_reason,model_profit,model_is_favorite,model_is_home,bl_home_profit,bl_favorite_profit,bl_highprob_profit,bl_highev_noguard_profit,bl_highev_guard_profit
2023,6,2023_06_SEA_CIN,REG,CIN,SEA,0,1.0,False,home,CIN,-155.0,0.6287823313117369,0.03444835151285747,1,edge 3.44% clears required 2.00%; market quality OK,6.451612903225806,True,True,6.451612903225806,6.451612903225806,6.451612903225806,6.451612903225806,6.451612903225806
2023,6,2023_06_SF_CLE,REG,CLE,SF,0,1.0,False,home,CLE,360.0,0.29755538292182393,0.3687547614403902,1,edge 36.88% clears required 4.00%; market quality OK,36.0,False,True,36.0,-10.0,-10.0,36.0,36.0
2023,6,2023_06_NO_HOU,REG,HOU,NO,0,1.0,False,away,NO,-130.0,0.5954058627401329,0.05341037254023506,1,edge 5.34% clears required 2.00%; market quality OK,-10.0,True,False,11.0,-10.0,-10.0,-10.0,-10.0
2023,6,2023_06_IND_JAX,REG,JAX,IND,1,1.0,False,home,JAX,-205.0,0.6615573438054019,-0.01573175677732891,0,edge -1.57% below required 2.00% (base minimum edge 2.00%),4.878048780487805,True,True,4.878048780487805,4.878048780487805,4.878048780487805,4.878048780487805,
2023,6,2023_06_CAR_MIA,REG,MIA,CAR,0,1.0,False,away,CAR,700.0,0.22060002163661285,0.7648001730929028,1,edge 76.48% clears required 4.00%; market quality OK,-10.0,False,False,0.9090909090909092,0.9090909090909092,0.9090909090909092,-10.0,-10.0
2023,6,2023_06_NE_LV,REG,LV,NE,0,1.0,False,home,LV,-148.0,0.6038109252531538,0.011791280153933437,0,edge 1.18% below required 2.00% (base minimum edge 2.00%),6.756756756756756,True,True,6.756756756756756,6.756756756756756,6.756756756756756,6.756756756756756,
2023,6,2023_06_ARI_LA,REG,LA,ARI,1,1.0,False,away,ARI,270.0,0.32366995428777945,0.197578830864784,1,edge 19.76% clears required 2.00%; market quality OK,-10.0,False,False,2.9411764705882355,2.9411764705882355,2.9411764705882355,-10.0,-10.0
2023,6,2023_06_PHI_NYJ,REG,NYJ,PHI,0,1.0,False,away,PHI,-305.0,0.7377688530290207,-0.020339719748349527,0,edge -2.03% below required 4.00% (base minimum edge 2.00%; short favorite (-305 <= -250): +2.00%),-10.0,True,False,24.5,-10.0,-10.0,-10.0,
2023,6,2023_06_DET_TB,REG,TB,DET,0,0.0,False,home,TB,136.0,0.5540382869390317,0.30753035717611477,1,edge 30.75% clears required 2.00%; market quality OK,-10.0,False,True,-10.0,6.172839506172839,-10.0,-10.0,-10.0
2023,6,2023_06_NYG_BUF,REG,BUF,NYG,0,1.0,False,away,NYG,750.0,0.15386547341349432,0.30785652401470176,1,edge 30.79% clears required 4.00%; market quality OK,-10.0,False,False,0.8333333333333333,0.8333333333333333,0.8333333333333333,-10.0,-10.0
